etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Standard Albanian | Output {GOLD}
1538   | ... | ... | ... | ... | *#βˌentˌilːˈɑːɲoː# | *#βˌɛntˌelːˈɑɲø# | *#βəntəlːˈɑɲɛ# | *#βəntəlːˈɑɲɛ# | *#βəntəlːˈɑɲɛ# | *#mə̃ntəlːˈãːɲ# {GOLD: >*} | *#mbə̃ntəlˠˈəːɲ# {GOLD: >*} | *#mbəntəlˠˈəɲ# {GOLD: >*} | *#mbəntəlˠˈəɲ# | *#mbəntəlˠˈəɲ# {GOLD: #ftilˠˈɔj#}
1539   | ... | ... | ... | ... | *#βˌiːtˈɑːɲoː# | *#βˌitˈɑɲø# | *#βətˈɑɲɛ# | *#βətˈɑɲɛ# | *#βətˈɑɲɛ# | *#vətˈãːɲ# {GOLD: >*} | *#vətˈəːɲ# {GOLD: >*} | *#vətˈəɲ# {GOLD: >*} | *#vətˈəɲ# | *#vətˈəɲ# {GOLD: #ftˈɔj#}
1540   | ... | ... | ... | ... | *#kˌotˈoːɲu# | *#kˌotˈøɲu# | *#kətˈɛɲu# | *#ftˈɛɲu# | *#ftˈɛɲu# | *#ftˈɛ̃ːɲ# {GOLD: #ftˈɔ̃ɲ#} | *#ftˈɛ̃ːɲ# {GOLD: >*} | *#ftˈɛɲ# {GOLD: >*} | *#ftˈɛɲ# | *#ftˈɛɲ# {GOLD: #ftˈɔj#}
1541   | ... | ... | ... | ... | *#βˌitˈuʎɑ# | *#βˌetˈuʎɑ# | *#βətˈyʎɑ# | *#βətˈyʎɑ# | *#βətˈyʎɑ# | *#vətˈyːʎə# {GOLD: >*} | *#vətˈyːʎə# {GOLD: #fətˈuʎə#} | *#vətˈyjə# {GOLD: >*} | *#vətˈyjə# | *#vətˈyjə# {GOLD: #ftˈujə#}
1542   | ... | ... | ... | ... | ... | ... | ... | ... | *#flˌamˈuːrɪ# | *#flˌãmˈuːr# {GOLD: >*} | *#flˌə̃mˈuːɾ# {GOLD: >*} | *#fləmˈuɾ# {GOLD: >*} | *#fləmˈuɾ# | *#fləmˈuɾ# {GOLD: #flamˈuɾ#}
1543   | ... | ... | ... | ... | *#flˈɑkəlːɑ# | *#flˈɑklːɑ# | *#flˈɑklːɑ# | *#flˈɑklːɑ# | *#flˈɑklːɑ# | *#flˈaklːə# {GOLD: >*} | *#flˈaklˠə# {GOLD: >*} | *#flˈaklˠə# {GOLD: >*} | *#flˈaklˠə# | *#flˈaklˠə# {GOLD: #flˈakə#}
1544   | ... | ... | ... | ... | *#flˈɑkəlːɑ# | *#flˈɑklːɑ# | *#flˈɑklːɑ# | *#flˈɑklːɑ# | *#flˈɑklːɑ# | *#flˈaklːə# {GOLD: #flˈakəɾ̃a#} | *#flˈaklˠə# {GOLD: >*} | *#flˈaklˠə# {GOLD: >*} | *#flˈaklˠə# | *#flˈaklˠə# {GOLD: #flˈakəɾa#}
1545   | ... | ... | ... | ... | ... | *#flˈɑskɑ# | *#flˈɑskɑ# | *#flˈɑʃkɑ# | *#flˈɑʃkɑ# | *#flˈaːʃkə# {GOLD: >*} | *#flˈaːʃkə# {GOLD: >*} | *#flˈaʃkə# {GOLD: >*} | *#flˈat͡ʃkə# | *#flˈat͡ʃkə# {GOLD: #flˈaʃkə#}
1546   | ... | ... | ... | ... | *#flˈɑːmənɑ# | *#flˈɑmnɑ# | *#flˈɑmnɑ# | *#flˈɑmnɑ# | *#flˈɑmnɑ# | *#flˈãːmnə# {GOLD: >*} | *#flˈəːmnə# {GOLD: >*} | *#flˈəmnə# {GOLD: >*} | *#flˈəmnə# | *#flˈəmnə# {GOLD: #flˈamə#}
1547   | ... | ... | ... | ... | *#fˌɑlˈeːɲoː# | *#fˌɑlˈeɲø# | *#fəlˈɛɲɛ# | *#fəlˈɛɲɛ# | *#fəlˈɛɲɛ# | *#fəlˈɛ̃ːɲ# {GOLD: >*} | *#fəlˈɛ̃ːɲ# {GOLD: #fəlˈɛ̃ɲ#} | *#fəlˈɛɲ# {GOLD: >*} | *#fəlˈɛɲ# | *#fəlˈɛɲ# {GOLD: #flˈɛj#}
1548   | ... | ... | ... | ... | *#fˌiriɡiʎˈiːnu# | *#fˌereɡeʎˈinu# | *#fərəɡəʎˈinu# | *#fərəɡəʎˈinu# | *#fərəɡəʎˈinu# | *#fərɡəʎˈĩː# {GOLD: #fɾ̩lˈĩː#} | *#fəɾɡəʎˈĩː# {GOLD: >*} | *#fəɾɡəjˈi# {GOLD: >*} | *#fəɾɡəjˈi# | *#fəɾɡəjˈi# {GOLD: #flˈi#}
1549   | ... | ... | ... | ... | *#flˌorˈiːnu# | *#flˌorˈinu# | *#flərˈinu# | *#flərˈinu# | *#flərˈinu# | *#flərˈĩː# {GOLD: #flɔɾˈĩː#} | *#fləɾˈĩː# {GOLD: >*} | *#fləɾˈi# {GOLD: >*} | *#fləɾˈi# | *#fləɾˈi# {GOLD: #flɔɾˈi#}
1550   | ... | ... | ... | ... | *#flˈokku# | *#flˈokku# | *#flˈɔkku# | *#flˈɔkku# | *#flˈɔkku# | *#flˈɔkk# {GOLD: >*} | *#flˈɔkk# {GOLD: >*} | *#flˈɔkk# {GOLD: >*} | *#flˈɔkk# | *#flˈɔkk# {GOLD: #flˈɔk#}
1551   | ... | ... | ... | ... | *#flˌuktulːˈɑːɲoː# | *#flˌuktulːˈɑɲø# | *#fləktəlːˈɑɲɛ# | *#fləftəlːˈɑɲɛ# | *#fləftəlːˈɑɲɛ# | *#fləftəlːˈãːɲ# {GOLD: >*} | *#fləftəlˠˈəːɲ# {GOLD: >*} | *#fləftəlˠˈəɲ# {GOLD: >*} | *#fləftəlˠˈəɲ# | *#fləftəlˠˈəɲ# {GOLD: #flutuɾˈɔj#}
1552   | ... | ... | ... | ... | *#pʰˌɑsˈeəlːu# | *#pˌɑsˈɛlːu# | *#pəsˈie̯lːu# | *#pəʃˈie̯lːu# | *#pəʃˈie̯lːu# | *#pəʃˈie̯lː# {GOLD: #faʃˈuo̯lˠ#} | *#pəʃˈie̯lˠ# {GOLD: >*} | *#pəʃˈie̯lˠ# {GOLD: >*} | *#pəʃˈie̯lˠ# | *#pəʃˈie̯lˠ# {GOLD: #fɾaʃˈua̯lˠ#}
1553   | ... | ... | ... | ... | ... | ... | ... | ... | *#frˌant͡sˈɔla# | *#frˌãt͡sˈɔːlə# {GOLD: >*} | *#fɾˌə̃t͡sˈɔːlə# {GOLD: >*} | *#fɾət͡sˈɔlə# {GOLD: >*} | *#fɾət͡sˈɔlə# | *#fɾət͡sˈɔlə# {GOLD: #fɾand͡zˈɔlˠə#}
1554   | ... | ... | ... | ... | *#frˈɑksənu# | *#frˈɑksnu# | *#frˈɑksnu# | *#frˈɑfʃnu# | *#frˈɑfʃnu# | *#frˈaːfʒn# {GOLD: >*} | *#fɾˈaːfʒn# {GOLD: >*} | *#fɾˈafʒn# {GOLD: >*} | *#fɾˈafʒn# | *#fɾˈafʒn# {GOLD: #fɾˈaʃəɾ#}
1555   | ... | ... | ... | ... | *#frˈeːnu# | *#frˈenu# | *#frˈɛnu# | *#frˈɛnu# | *#frˈɛnu# | *#frˈɛ̃ː# {GOLD: #fɾˈɛ̃ː#} | *#fɾˈɛ̃ː# {GOLD: >*} | *#fɾˈɛ# {GOLD: >*} | *#fɾˈɛ# | *#fɾˈɛ# {GOLD: #fɾˈɛ#}
1556   | ... | ... | ... | ... | *#frˈeːnɑ# | *#frˈenɑ# | *#frˈɛnɑ# | *#frˈɛnɑ# | *#frˈɛnɑ# | *#frˈɛ̃ːnə# {GOLD: #fɾˈɛ̃ɾə#} | *#fɾˈɛ̃ːɾə# {GOLD: >*} | *#fɾˈɛɾə# {GOLD: >*} | *#fɾˈɛɾə# | *#fɾˈɛɾə# {GOLD: #fɾˈɛɾə#}
1557   | ... | ... | ... | ... | *#frˈuːktu# | *#frˈyktu# | *#frˈyktu# | *#frˈyftu# | *#frˈyftu# | *#frˈyːft# {GOLD: >*} | *#fɾˈyːft# {GOLD: >*} | *#fɾˈyft# {GOLD: >*} | *#fɾˈyft# | *#fɾˈyft# {GOLD: #fɾˈyt#}
1558   | ... | ... | ... | ... | *#fˌerːˈuskɑ# | *#fˌɛrːˈuskɑ# | *#fərːˈuskɑ# | *#fərːˈuʃkɑ# | *#fərːˈuʃkɑ# | *#fərːˈuːʃkə# {GOLD: >*} | *#fərˈuːʃkə# {GOLD: >*} | *#fərˈuʃkə# {GOLD: >*} | *#fərˈut͡ʃkə# | *#fərˈut͡ʃkə# {GOLD: #fɾˈuʃkə#}
1559   | ... | ... | ... | ... | ... | ... | ... | *#wˌɒlkˈɒwʊ# | *#wˌɒlkˈɒwʊ# | *#wˌaʎkˈaw# {GOLD: >*} | *#wˌaʎkˈaw# {GOLD: >*} | *#wəjkˈaw# {GOLD: >*} | *#wəjkˈaw# | *#wəjkˈaw# {GOLD: #valˠkˈua̯#}
1560   | ... | ... | ... | ... | *#ˈoʎu# | *#ˈoʎu# | *#ˈɛʎu# | *#ˈɛʎu# | *#ˈɛʎu# | *#hˈɛːʎ# {GOLD: #wˈɔʎ#} | *#hˈɛːʎ# {GOLD: >*} | *#hˈɛj# {GOLD: >*} | *#hˈɛj# | *#hˈɛj# {GOLD: #vˈaj#}
1561   | ... | ... | ... | ... | *#βˈɑku# | *#βˈɑku# | *#βˈɑku# | *#βˈɑku# | *#βˈɑku# | *#vˈak# {GOLD: >*} | *#vˈak# {GOLD: >*} | *#vˈak# {GOLD: >*} | *#vˈak# | *#vˈak# {GOLD: #vˈak#}
1562   | ... | ... | ... | ... | *#βˈolːɑ# | *#βˈolːɑ# | *#βˈɔlːɑ# | *#βˈɔlːɑ# | *#βˈɔlːɑ# | *#vˈɔːlːə# {GOLD: #wˈɔlˠə#} | *#vˈɔːlˠə# {GOLD: >*} | *#vˈɔlˠə# {GOLD: >*} | *#vˈɔlˠə# | *#vˈɔlˠə# {GOLD: #vˈalˠə#}
1563   | ... | ... | ... | ... | *#ˈoʎəstru# | *#ˈoʎstru# | *#ˈɛʎstru# | *#ˈɛʎʃtru# | *#ˈɛʎʃtru# | *#hˈɛːʎʃtr# {GOLD: #wˈɔʃtɾ̩#} | *#hˈɛːʎʃtɾ# {GOLD: >*} | *#hˈɛjʃtɾ# {GOLD: >*} | *#hˈɛjt͡ʃtɾ# | *#hˈɛjt͡ʃtɾ# {GOLD: #vˈaʃtəɾ#}
1564   | ... | ... | ... | ... | *#βˈɑle# | *#βˈɑlɛ# | *#βˈɛlɛ# | *#βˈɛlɛ# | *#βˈɛlɛ# | *#vˈɛːl# {GOLD: >*} | *#vˈɛːl# {GOLD: >*} | *#vˈɛl# {GOLD: >*} | *#vˈɛl# | *#vˈɛl# {GOLD: #vˈal#}
1565   | ... | ... | ... | *#ˈorɡon# | *#ˈorɡo# | *#ˈorɡo# | *#ˈuo̯rɡɔ# | *#ˈuo̯rɡɔ# | *#ˈuo̯rɡɔ# | *#hˈuo̯rɡ# {GOLD: >*} | *#hˈua̯ɾɡ# {GOLD: >*} | *#hˈua̯ɾɡ# {GOLD: >*} | *#hˈua̯ɾɡ# | *#hˈua̯ɾɡ# {GOLD: #vˈaɾɡ#}
1566   | ... | ... | ... | ... | *#βˌirɡˈɑːnu# | *#βˌerɡˈɑnu# | *#βərɡˈɑnu# | *#βərɡˈɑnu# | *#βərɡˈɑnu# | *#vərɡˈãː# {GOLD: #vˌɾ̩ɡˈɑ̃ɾ̃#} | *#vəɾɡˈəː# {GOLD: >*} | *#vəɾɡˈə# {GOLD: #vˈəɾɡəɾə#} | *#vəɾɡˈə# | *#vəɾɡˈə# {GOLD: #vˈaɾɡəɾ#}
1567   | ... | ... | ... | ... | *#ˈorpʰənu# | *#ˈorpnu# | *#ˈuo̯rpnu# | *#ˈuo̯rpnu# | *#ˈuo̯rpnu# | *#hˈuo̯rpn# {GOLD: #wˈɔɾfəɾ̃ə#} | *#hˈua̯ɾpn# {GOLD: >*} | *#hˈua̯ɾpn# {GOLD: >*} | *#hˈua̯ɾpn# | *#hˈua̯ɾpn# {GOLD: #vˈaɾfəɾ#}
1568   | ... | ... | ... | *#ˈorfɑnon# | *#ˈorfəno# | *#ˈorfno# | *#ˈuo̯rfnɔ# | *#ˈuo̯rfnɔ# | *#ˈuo̯rfnɔ# | *#hˈuo̯rfn# {GOLD: #wˈɔɾfəɾ̃ə#} | *#hˈua̯ɾfn# {GOLD: >*} | *#hˈua̯ɾfn# {GOLD: >*} | *#hˈua̯ɾfn# | *#hˈua̯ɾfn# {GOLD: #vˈaɾfəɾ#}
1569   | ... | ... | ... | ... | *#ˈornu# | *#ˈornu# | *#ˈuo̯rnu# | *#ˈuo̯rnu# | *#ˈuo̯rnu# | *#hˈuo̯rn# {GOLD: #wˈɔr#} | *#hˈua̯ɾn# {GOLD: >*} | *#hˈua̯ɾn# {GOLD: >*} | *#hˈua̯ɾn# | *#hˈua̯ɾn# {GOLD: #vˈar#}
1570   | ... | ... | ... | ... | *#βˈɑpɑ# | *#βˈɑpɑ# | *#βˈɑpɑ# | *#βˈɑpɑ# | *#βˈɑpɑ# | *#vˈapə# {GOLD: >*} | *#vˈapə# {GOLD: >*} | *#vˈapə# {GOLD: >*} | *#vˈapə# | *#vˈapə# {GOLD: #vˈapə#}
1571   | ... | ... | ... | ... | ... | *#wˌɑʎˈeɲø# | *#wəʎˈɛɲɛ# | *#wəʎˈɛɲɛ# | *#wəʎˈɛɲɛ# | *#wəʎˈɛ̃ːɲ# {GOLD: #vœʎˈɛ̃ɲ#} | *#wəʎˈɛ̃ːɲ# {GOLD: >*} | *#wəjˈɛɲ# {GOLD: >*} | *#wəjˈɛɲ# | *#wəjˈɛɲ# {GOLD: #vəjˈɛj#}
1572   | ... | ... | ... | ... | *#βˌiɡˈiʎəj# | *#βˌeɡˈeʎj# | *#βəɡˈiʎj# | *#βəɟˈiʎj# | *#βəɟˈiʎj# | *#vəɟˈiːʎj# {GOLD: >*} | *#vəɟˈiːʎj# {GOLD: >*} | *#vəɟˈijj# {GOLD: >*} | *#vəɟˈijj# | *#vəɟˈijj# {GOLD: #vəɟˈilˠɛ#}
1573   | ... | ... | ... | ... | *#βˌisitˈɑːɲoː# | *#βˌesetˈɑɲø# | *#βəsətˈɑɲɛ# | *#βəʃətˈɑɲɛ# | *#βəʃətˈɑɲɛ# | *#vəʃətˈãːɲ# {GOLD: >*} | *#vəʃətˈəːɲ# {GOLD: >*} | *#vəʃətˈəɲ# {GOLD: >*} | *#vəʃətˈəɲ# | *#vəʃətˈəɲ# {GOLD: #vəʃtˈɔj#}
1574   | ... | ... | ... | ... | ... | ... | ... | *#ʃʊwˌɪrʃtɪnˈikʊ# | *#ʃʊwˌɪrʃtɪnˈikʊ# | *#ʃwˌɪrʃtnˈik# {GOLD: >*} | *#ʃwˌɪɾʃtnˈik# {GOLD: >*} | *#ʃwəɾʃtnˈik# {GOLD: >*} | *#ʃwəɾt͡ʃtnˈik# | *#ʃwəɾt͡ʃtnˈik# {GOLD: #vəʃnˈik#}
1575   | ... | ... | ... | ... | *#βˌestiɡˈɑːɲoː# | *#βˌɛsteɡˈɑɲø# | *#βəstəɡˈɑɲɛ# | *#βəʃtəɡˈɑɲɛ# | *#βəʃtəɡˈɑɲɛ# | *#vəʃtəɡˈãːɲ# {GOLD: >*} | *#vəʃtəɡˈəːɲ# {GOLD: >*} | *#vəʃtəɡˈəɲ# {GOLD: #vəʃɡˈɔj#} | *#vət͡ʃtəɡˈəɲ# | *#vət͡ʃtəɡˈəɲ# {GOLD: #vəʒɡˈɔj#}
1576   | ... | ... | ... | ... | *#βˌersˈɑːɲoː# | *#βˌɛrsˈɑɲø# | *#βərsˈɑɲɛ# | *#βərʃˈɑɲɛ# | *#βərʃˈɑɲɛ# | *#vərʃˈãːɲ# {GOLD: >*} | *#vəɾʃˈəːɲ# {GOLD: >*} | *#vəɾʃˈəɲ# {GOLD: >*} | *#vəɾʃˈəɲ# | *#vəɾʃˈəɲ# {GOLD: #vəɾʃˈɔj#}
1577   | ... | ... | ... | ... | *#βˌeːritˈɑːte# | *#βˌeretˈɑtɛ# | *#βərətˈɛtɛ# | *#βərətˈɛtɛ# | *#βərətˈɛtɛ# | *#vərtˈɛt# {GOLD: #vɾ̩tˈæt#} | *#vəɾtˈɛt# {GOLD: >*} | *#vəɾtˈɛt# {GOLD: >*} | *#vəɾtˈɛt# | *#vəɾtˈɛt# {GOLD: #vəɾtˈɛt#}
1578   | ... | ... | ... | ... | ... | ... | ... | *#wˌɪrtˈætɪ# | *#wˌɪrtˈætɪ# | *#wˌɪrtˈɛt# {GOLD: >*} | *#wˌɪɾtˈɛt# {GOLD: >*} | *#wəɾtˈɛt# {GOLD: >*} | *#wəɾtˈɛt# | *#wəɾtˈɛt# {GOLD: #vəɾtˈit#}
1579   | ... | ... | ... | ... | *#βˌirtˈuːte# | *#βˌertˈytɛ# | *#βərtˈytɛ# | *#βərtˈytɛ# | *#βərtˈytɛ# | *#vərtˈyt# {GOLD: #vˌɾ̩tˈyt#} | *#vəɾtˈyt# {GOLD: >*} | *#vəɾtˈyt# {GOLD: >*} | *#vəɾtˈyt# | *#vəɾtˈyt# {GOLD: #vəɾtˈyt#}
1580   | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#svˌɪrstnˈik# {GOLD: >*} | *#svˌɪɾstnˈik# {GOLD: >*} | *#svəɾstnˈik# {GOLD: >*} | *#svəɾstnˈik# | *#svəɾstnˈik# {GOLD: #vəɾsnˈik#}
1581   | ... | ... | ... | ... | ... | ... | ... | *#wˌɪrwˈætɪ# | *#wˌɪrwˈætɪ# | *#wˌɪrvˈɛt# {GOLD: >*} | *#wˌɪɾvˈɛt# {GOLD: >*} | *#wəɾvˈɛt# {GOLD: >*} | *#wəɾvˈɛt# | *#wəɾvˈɛt# {GOLD: #vəɾvˈit#}
1582   | ... | ... | ... | ... | ... | ... | ... | *#wˌɪrbɪnˈikʊ# | *#wˌɪrbɪnˈikʊ# | *#wˌɪrbnˈik# {GOLD: >*} | *#wˌɪɾbnˈik# {GOLD: >*} | *#wəɾbnˈik# {GOLD: >*} | *#wəɾbnˈik# | *#wəɾbnˈik# {GOLD: #vəɾmˈik#}
1583   | ... | ... | ... | ... | *#hˌiːernˈiːnu# | *#hˌiɛrnˈinu# | *#həərnˈinu# | *#həərnˈinu# | *#həərnˈinu# | *#həərnˈĩː# {GOLD: #vərˈĩː#} | *#həərˈĩː# {GOLD: >*} | *#həərˈi# {GOLD: >*} | *#həərˈi# | *#həərˈi# {GOLD: #vərˈi#}
1584   | ... | ... | ... | ... | *#hˌiːˌernˈiːdjɑ# | *#hˌiˌɛrnˈidjɑ# | *#həərnˈidjɑ# | *#həərnˈi?1̬ɑ# | *#həərnˈi?1̬ɑ# | *#həərnˈi?1̬ə# {GOLD: #vərˈizə#} | *#həərˈi?1̬ə# {GOLD: >*} | *#həərˈi?1̬ə# {GOLD: >*} | *#həərˈi?1̬ə# | *#həərˈi?1̬ə# {GOLD: #vərˈizə#}
1585   | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vrˈəːt͡ʃvə# {GOLD: >*} | *#vɾˈəːt͡ʃvə# {GOLD: >*} | *#vɾˈət͡ʃvə# {GOLD: >*} | *#vɾˈət͡ʃvə# | *#vɾˈət͡ʃvə# {GOLD: #vˈəɾt͡ʃə#}
1586   | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vˈɪːrstə# {GOLD: >*} | *#vˈɪːɾstə# {GOLD: >*} | *#vˈɪɾstə# {GOLD: >*} | *#vˈɪɾstə# | *#vˈɪɾstə# {GOLD: #vˈəɾsə#}
1587   | ... | ... | ... | ... | *#βˌɑɡˈɑːɲoː# | *#βˌɑɡˈɑɲø# | *#βəɡˈɑɲɛ# | *#βəɡˈɑɲɛ# | *#βəɡˈɑɲɛ# | *#vəɡˈãːɲ# {GOLD: >*} | *#vəɡˈəːɲ# {GOLD: >*} | *#vəɡˈəɲ# {GOLD: >*} | *#vəɡˈəɲ# | *#vəɡˈəɲ# {GOLD: #vɛɡˈɔj#}
1588   | ... | ... | ... | ... | *#βˌeːktˈuːrɑ# | *#βˌejtˈyrɑ# | *#βəjtˈyrɑ# | *#βəjtˈyrɑ# | *#βəjtˈyrɑ# | *#vəjtˈyːrə# {GOLD: >*} | *#vəjtˈyːɾə# {GOLD: >*} | *#vəjtˈyɾə# {GOLD: >*} | *#vəjtˈyɾə# | *#vəjtˈyɾə# {GOLD: #vɛtˈyɾə#}
1589   | ... | ... | ... | ... | *#βˌittˈulːɑ# | *#βˌettˈulːɑ# | *#βəttˈulːɑ# | *#βəttˈulːɑ# | *#βəttˈulːɑ# | *#vəttˈuːlːə# {GOLD: >*} | *#vəttˈuːlˠə# {GOLD: >*} | *#vəttˈulˠə# {GOLD: >*} | *#vəttˈulˠə# | *#vəttˈulˠə# {GOLD: #vɛtˈulˠə#}
1590   | ... | ... | ... | ... | ... | ... | ... | ... | *#vˌɛlˈɛnt͡sa# | *#vˌɛlˈɛ̃ːt͡sə# {GOLD: >*} | *#vˌɛlˈɛ̃ːt͡sə# {GOLD: >*} | *#vəlˈɛt͡sə# {GOLD: >*} | *#vəlˈɛt͡sə# | *#vəlˈɛt͡sə# {GOLD: #vɛlˈɛnd͡zə#}
1591   | ... | ... | ... | ... | *#βˈoːu# | *#βˈøu# | *#βˈye̯u# | *#βˈye̯u# | *#βˈye̯u# | *#vˈye̯# {GOLD: #βˈɔe̯#} | *#vˈye̯# {GOLD: #vˈɔe̯#} | *#vˈye̯# {GOLD: #vˈae̯#} | *#vˈye̯# | *#vˈye̯# {GOLD: #vˈɛ#}
1592   | ... | ... | ... | ... | *#βˈestjoː# | *#βˈɛstjø# | *#βˈistjɛ# | *#βˈiʃ?1ɛ# | *#βˈiʃ?1ɛ# | *#vˈiːʃ?1# {GOLD: >*} | *#vˈiːʃ?1# {GOLD: >*} | *#vˈiʃ?1# {GOLD: >*} | *#vˈit͡ʃ?1# | *#vˈit͡ʃ?1# {GOLD: #vˈɛʃ#}
1593   | ... | ... | ... | ... | *#βˈeːsku# | *#βˈisku# | *#βˈisku# | *#βˈiʃku# | *#βˈiʃku# | *#vˈiːʃk# {GOLD: >*} | *#vˈiːʃk# {GOLD: >*} | *#vˈiʃk# {GOLD: >*} | *#vˈit͡ʃk# | *#vˈit͡ʃk# {GOLD: #vˈɛʃk#}
1594   | ... | ... | ... | ... | *#βˈisku# | *#βˈesku# | *#βˈɛsku# | *#βˈɛʃku# | *#βˈɛʃku# | *#vˈɛːʃk# {GOLD: >*} | *#vˈɛːʃk# {GOLD: >*} | *#vˈɛʃk# {GOLD: >*} | *#vˈɛt͡ʃk# | *#vˈɛt͡ʃk# {GOLD: #vˈɛʃk#}
1595   | ... | ... | ... | ... | *#βˈistəlːu# | *#βˈestlːu# | *#βˈɛstlːu# | *#βˈɛʃtlːu# | *#βˈɛʃtlːu# | *#vˈɛːʃtlː# {GOLD: >*} | *#vˈɛːʃtlˠ# {GOLD: >*} | *#vˈɛʃtlˠ# {GOLD: >*} | *#vˈɛt͡ʃtlˠ# | *#vˈɛt͡ʃtlˠ# {GOLD: #vˈɛʃtulˠ#}
1596   | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#vˈɛdrə# {GOLD: >*} | *#vˈɛdɾə# {GOLD: >*} | *#vˈɛdɾə# {GOLD: >*} | *#vˈɛdɾə# | *#vˈɛdɾə# {GOLD: #vˈɛdəɾ#}
1597   | ... | ... | ... | ... | *#βˈitju# | *#βˈetju# | *#βˈitju# | *#βˈi?1u# | *#βˈi?1u# | *#vˈi?1# {GOLD: >*} | *#vˈi?1# {GOLD: >*} | *#vˈi?1# {GOLD: >*} | *#vˈi?1# | *#vˈi?1# {GOLD: #vˈɛs#}
1598   | ... | ... | ... | ... | *#βˌoːˈɑːtjɑ# | *#βˌøˈɑtjɑ# | *#βəˈɛtjɑ# | *#βəˈɛ?1ɑ# | *#βəˈɛ?1ɑ# | *#vˈɛː?1ə# {GOLD: #wˈɔɛsə#} | *#vˈɛː?1ə# {GOLD: #vˈɔe̯sə#} | *#vˈɛ?1ə# {GOLD: #vˈae̯sə#} | *#vˈɛ?1ə# | *#vˈɛ?1ə# {GOLD: #vˈɛsə#}
1599   | ... | ... | ... | ... | *#ˌɑːˈentu# | *#ˌɑˈɛntu# | *#jˈɛntu# | *#jˈɛndu# | *#jˈɛndu# | *#jˈɛ̃ːnd# {GOLD: #vˈɛ̃nt#} | *#jˈɛ̃ːnd# {GOLD: >*} | *#jˈɛnd# {GOLD: >*} | *#jˈɛnd# | *#jˈɛn# {GOLD: #vˈɛnd#}
1600   | ... | ... | ... | ... | *#βˈeːlːu# | *#βˈelːu# | *#βˈie̯lːu# | *#βˈie̯lːu# | *#βˈie̯lːu# | *#vˈie̯lː# {GOLD: >*} | *#vˈie̯lˠ# {GOLD: >*} | *#vˈie̯lˠ# {GOLD: >*} | *#vˈie̯lˠ# | *#vˈie̯lˠ# {GOLD: #vˈɛl#}
1601   | ... | ... | ... | ... | *#βˈeːrɑ# | *#βˈerɑ# | *#βˈɛrɑ# | *#βˈɛrɑ# | *#βˈɛrɑ# | *#vˈɛːrə# {GOLD: >*} | *#vˈɛːɾə# {GOLD: >*} | *#vˈɛɾə# {GOLD: >*} | *#vˈɛɾə# | *#vˈɛɾə# {GOLD: #vˈɛɾə#}
1602   | ... | ... | ... | ... | *#βˈirəde# | *#βˈerðɛ# | *#βˈirðɛ# | *#βˈirðɛ# | *#βˈirðɛ# | *#vˈiːrð# {GOLD: #vˈɛɾð#} | *#vˈiːɾð# {GOLD: >*} | *#vˈiɾð# {GOLD: >*} | *#vˈiɾð# | *#vˈiɾð# {GOLD: #vˈɛɾð#}
1603   | ... | ... | ... | ... | *#βˈoːrbu# | *#βˈørbu# | *#βˈɛrbu# | *#βˈɛrbu# | *#βˈɛrbu# | *#vˈɛːrb# {GOLD: #vˈɛɾb#} | *#vˈɛːɾb# {GOLD: >*} | *#vˈɛɾb# {GOLD: >*} | *#vˈɛɾb# | *#vˈɛɾb# {GOLD: #vˈɛɾb#}
1604   | ... | ... | ... | ... | *#ˌinwˈernu# | *#ˌenwˈɛrnu# | *#nwjˈɛrnu# | *#nwjˈɛrnu# | *#nwjˈɛrnu# | *#nvjˈɛːrn# {GOLD: >*} | *#nvjˈɛːɾn# {GOLD: >*} | *#nvjˈɛɾn# {GOLD: >*} | *#nvjˈɛɾn# | *#nvjˈɛɾn# {GOLD: #vˈɛr#}
1605   | ... | ... | ... | ... | *#ˈopərɑ# | *#ˈoprɑ# | *#ˈɔprɑ# | *#ˈɔprɑ# | *#ˈɔprɑ# | *#hˈɔprə# {GOLD: >*} | *#hˈɔpɾə# {GOLD: >*} | *#hˈɔpɾə# {GOLD: #vˈɛpəɾ#} | *#hˈɔpɾə# | *#hˈɔpɾə# {GOLD: #vˈɛpəɾ#}
1606   | ... | ... | ... | ... | *#βˈetəre# | *#βˈɛtrɛ# | *#βˈitrɛ# | *#βˈitrɛ# | *#βˈitrɛ# | *#vˈitr# {GOLD: #vjˈɛtɾ̩#} | *#vˈitɾ# {GOLD: >*} | *#vˈitɾ# {GOLD: >*} | *#vˈitɾ# | *#vˈitɾ# {GOLD: #vjˈɛtəɾ#}
